"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"0500000US17169","Schuyler County, Illinois","2775","188","15","16","130","65","4","6","0","16","(X)","(X)","0.5","0.6","4.7","2.3","0.1","0.2","0.0","1.1","120","63","0","16","120","63","0","16","0","16","4.3","2.3","0.0","73.6","92.3","10.8","0.0","100.0","-","**"
"0500000US17171","Scott County, Illinois","1939","92","23","14","17","12","6","7","0","16","(X)","(X)","1.2","0.7","0.9","0.6","0.3","0.3","0.0","1.5","4","6","0","16","0","16","4","6","0","16","0.2","0.3","0.0","59.4","0.0","69.1","66.7","56.1","-","**"
"0500000US17173","Shelby County, Illinois","9189","243","48","29","45","38","27","19","0","21","(X)","(X)","0.5","0.3","0.5","0.4","0.3","0.2","0.0","0.3","3","7","3","7","0","21","0","21","0","21","0.0","0.1","6.3","15.3","0.0","42.5","0.0","54.8","-","**"
"0500000US17175","Stark County, Illinois","2315","100","45","26","19","13","10","7","0","16","(X)","(X)","1.9","1.1","0.8","0.6","0.4","0.3","0.0","1.3","1","4","1","4","0","16","0","16","0","16","0.0","0.2","2.2","9.5","0.0","65.4","0.0","90.1","-","**"
"0500000US17177","Stephenson County, Illinois","19739","327","557","133","235","69","139","63","12","18","(X)","(X)","2.8","0.7","1.2","0.3","0.7","0.3","0.1","0.1","86","64","60","58","0","24","26","27","0","24","0.4","0.3","10.8","10.4","0.0","12.0","18.7","21.8","0.0","82.3"
"0500000US17179","Tazewell County, Illinois","54291","624","898","172","494","138","522","94","88","61","(X)","(X)","1.7","0.3","0.9","0.3","1.0","0.2","0.2","0.1","208","93","156","80","23","36","29","29","0","27","0.4","0.2","17.4","9.7","4.7","7.0","5.6","5.3","0.0","28.2"
"0500000US17181","Union County, Illinois","6654","249","177","46","46","28","75","50","0","18","(X)","(X)","2.7","0.7","0.7","0.4","1.1","0.7","0.0","0.4","8","12","8","12","0","18","0","18","0","18","0.1","0.2","4.5","6.8","0.0","42.0","0.0","31.7","-","**"
"0500000US17183","Vermilion County, Illinois","31151","442","1083","162","322","95","186","45","90","64","(X)","(X)","3.5","0.5","1.0","0.3","0.6","0.1","0.3","0.2","274","110","227","97","27","25","2","4","18","29","0.9","0.4","21.0","9.4","8.4","7.2","1.1","2.3","20.0","31.8"
"0500000US17185","Wabash County, Illinois","4839","180","131","63","101","60","37","31","11","8","(X)","(X)","2.7","1.3","2.1","1.2","0.8","0.6","0.2","0.2","51","57","49","57","2","4","0","18","0","18","1.1","1.2","37.4","41.0","2.0","4.7","0.0","46.8","0.0","85.9"
"0500000US17187","Warren County, Illinois","6862","196","414","98","89","39","136","38","27","23","(X)","(X)","6.0","1.4","1.3","0.6","2.0","0.5","0.4","0.3","266","109","146","102","17","22","103","38","0","18","3.9","1.6","35.3","21.6","19.1","25.0","75.7","22.4","0.0","54.8"
"0500000US17189","Washington County, Illinois","6020","108","41","19","68","30","23","17","6","7","(X)","(X)","0.7","0.3","1.1","0.5","0.4","0.3","0.1","0.1","11","15","11","15","0","18","0","18","0","18","0.2","0.2","26.8","35.7","0.0","33.9","0.0","59.4","0.0","100.0"
"0500000US17191","Wayne County, Illinois","7051","175","113","58","156","77","13","13","0","18","(X)","(X)","1.6","0.8","2.2","1.1","0.2","0.2","0.0","0.4","89","56","31","36","52","39","6","9","0","18","1.3","0.8","27.4","27.8","33.3","23.1","46.2","53.1","-","**"
"0500000US17193","White County, Illinois","6041","206","64","33","45","40","26","24","8","12","(X)","(X)","1.1","0.5","0.7","0.6","0.4","0.4","0.1","0.2","42","43","42","43","0","18","0","18","0","18","0.7","0.7","65.6","46.0","0.0","42.5","0.0","55.9","0.0","100.0"
"0500000US17195","Whiteside County, Illinois","23084","337","1366","179","415","135","127","53","90","64","(X)","(X)","5.9","0.8","1.8","0.6","0.6","0.2","0.4","0.3","298","107","218","106","42","31","32","20","6","12","1.3","0.5","16.0","7.2","10.1","7.3","25.2","19.8","6.7","15.0"
"0500000US17197","Will County, Illinois","229498","1081","26459","669","12207","721","6605","420","2428","333","(X)","(X)","11.5","0.3","5.3","0.3","2.9","0.2","1.1","0.1","8260","553","5558","535","1550","263","775","196","377","158","3.6","0.2","21.0","1.9","12.7","2.1","11.7","2.8","15.5","5.5"
"0500000US17199","Williamson County, Illinois","27029","544","582","149","153","64","150","57","87","90","(X)","(X)","2.2","0.5","0.6","0.2","0.6","0.2","0.3","0.3","114","73","66","61","0","27","48","41","0","27","0.4","0.3","11.3","10.8","0.0","17.7","32.0","21.0","0.0","28.4"
"0500000US17201","Winnebago County, Illinois","114779","837","10012","437","3290","369","1850","189","1100","319","(X)","(X)","8.7","0.4","2.9","0.3","1.6","0.2","1.0","0.3","2478","296","1426","234","488","150","366","89","198","94","2.2","0.3","14.2","2.2","14.8","4.4","19.8","4.2","18.0","9.1"
"0500000US17203","Woodford County, Illinois","14499","237","160","56","138","75","97","50","7","7","(X)","(X)","1.1","0.4","1.0","0.5","0.7","0.3","0.0","0.1","37","31","10","15","0","24","23","27","4","6","0.3","0.2","6.3","9.4","0.0","19.4","23.7","27.4","57.1","51.2"
