"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"1600000US1746643","Mapleton village, Illinois","104","42","0","11","1","3","0","11","0","11","(X)","(X)","0.0","24.7","1.0","2.4","0.0","24.7","0.0","24.7","0","11","0","11","0","11","0","11","0","11","0.0","24.7","-","**","0.0","100.0","-","**","-","**"
"1600000US1746695","Maquon village, Illinois","109","28","0","11","6","10","0","11","0","11","(X)","(X)","0.0","23.7","5.5","9.7","0.0","23.7","0.0","23.7","0","11","0","11","0","11","0","11","0","11","0.0","23.7","-","**","0.0","100.0","-","**","-","**"
"1600000US1746786","Marengo city, Illinois","2978","179","327","115","81","59","0","16","13","20","(X)","(X)","11.0","4.0","2.7","2.0","0.0","1.0","0.4","0.7","121","87","90","80","31","35","0","16","0","16","4.1","3.0","27.5","21.6","38.3","33.3","-","**","0.0","79.0"
"1600000US1746825","Marietta village, Illinois","41","16","1","3","0","11","0","11","0","11","(X)","(X)","2.4","7.3","0.0","44.5","0.0","44.5","0.0","44.5","0","11","0","11","0","11","0","11","0","11","0.0","44.5","0.0","100.0","-","**","-","**","-","**"
"1600000US1746864","Marine village, Illinois","376","62","0","11","0","11","0","11","0","11","(X)","(X)","0.0","7.7","0.0","7.7","0.0","7.7","0.0","7.7","0","11","0","11","0","11","0","11","0","11","0.0","7.7","-","**","-","**","-","**","-","**"
"1600000US1746916","Marion city, Illinois","7479","357","163","92","38","32","42","27","23","36","(X)","(X)","2.2","1.2","0.5","0.4","0.6","0.4","0.3","0.5","0","18","0","18","0","18","0","18","0","18","0.0","0.4","0.0","16.7","0.0","46.2","0.0","44.0","0.0","59.4"
"1600000US1746955","Marissa village, Illinois","685","87","5","7","16","14","18","28","0","11","(X)","(X)","0.7","1.0","2.3","2.0","2.6","4.0","0.0","4.3","0","11","0","11","0","11","0","11","0","11","0.0","4.3","0.0","100.0","0.0","71.2","0.0","67.2","-","**"
"1600000US1746981","Mark village, Illinois","196","34","13","12","0","11","0","11","0","11","(X)","(X)","6.6","6.2","0.0","14.2","0.0","14.2","0.0","14.2","0","11","0","11","0","11","0","11","0","11","0.0","14.2","0.0","79.0","-","**","-","**","-","**"
"1600000US1747007","Markham city, Illinois","4146","285","363","77","55","45","4","13","0","18","(X)","(X)","8.8","1.8","1.3","1.1","0.1","0.3","0.0","0.7","60","53","56","53","4","8","0","18","0","18","1.4","1.3","15.4","14.1","7.3","14.2","0.0","100.0","-","**"
"1600000US1747072","Maroa city, Illinois","643","67","3","4","15","17","0","11","0","11","(X)","(X)","0.5","0.7","2.3","2.5","0.0","4.6","0.0","4.6","0","11","0","11","0","11","0","11","0","11","0.0","4.6","0.0","100.0","0.0","73.6","-","**","-","**"
"1600000US1747111","Marquette Heights city, Illinois","1021","89","18","18","34","19","5","7","0","11","(X)","(X)","1.8","1.7","3.3","1.8","0.5","0.7","0.0","2.9","0","11","0","11","0","11","0","11","0","11","0.0","2.9","0.0","67.2","0.0","48.9","0.0","100.0","-","**"
"1600000US1747150","Marseilles city, Illinois","2088","130","49","43","44","33","0","16","0","16","(X)","(X)","2.3","2.1","2.1","1.6","0.0","1.4","0.0","1.4","21","24","0","16","21","24","0","16","0","16","1.0","1.2","0.0","40.7","47.7","44.4","-","**","-","**"
"1600000US1747163","Marshall city, Illinois","1569","171","43","31","0","11","0","11","0","11","(X)","(X)","2.7","1.9","0.0","1.9","0.0","1.9","0.0","1.9","0","11","0","11","0","11","0","11","0","11","0.0","1.9","0.0","43.5","-","**","-","**","-","**"
"1600000US1747254","Martinsville city, Illinois","502","76","3","4","10","17","0","11","0","11","(X)","(X)","0.6","0.9","2.0","3.3","0.0","5.8","0.0","5.8","0","11","0","11","0","11","0","11","0","11","0.0","5.8","0.0","100.0","0.0","90.1","-","**","-","**"
"1600000US1747280","Martinton village, Illinois","118","23","10","10","1","2","2","3","0","11","(X)","(X)","8.5","8.3","0.8","2.0","1.7","2.6","0.0","22.2","3","3","2","3","1","2","0","11","0","11","2.5","2.7","20.0","35.2","100.0","100.0","0.0","100.0","-","**"
"1600000US1747397","Maryville village, Illinois","3320","219","19","24","78","61","86","74","0","16","(X)","(X)","0.6","0.7","2.3","1.8","2.6","2.3","0.0","0.9","27","38","0","16","27","38","0","16","0","16","0.8","1.1","0.0","65.4","34.6","41.9","0.0","28.7","-","**"
"1600000US1747423","Mascoutah city, Illinois","2854","167","30","33","32","36","38","43","0","16","(X)","(X)","1.1","1.2","1.1","1.3","1.3","1.5","0.0","1.0","0","16","0","16","0","16","0","16","0","16","0.0","1.0","0.0","52.0","0.0","50.4","0.0","46.2","-","**"
"1600000US1747449","Mason town, Illinois","106","28","0","11","0","11","2","3","0","11","(X)","(X)","0.0","24.3","0.0","24.3","1.9","2.7","0.0","24.3","0","11","0","11","0","11","0","11","0","11","0.0","24.3","-","**","-","**","0.0","100.0","-","**"
"1600000US1747475","Mason City city, Illinois","1058","82","9","10","5","8","0","11","0","11","(X)","(X)","0.9","1.0","0.5","0.7","0.0","2.8","0.0","2.8","0","11","0","11","0","11","0","11","0","11","0.0","2.8","0.0","95.0","0.0","100.0","-","**","-","**"
"1600000US1747527","Matherville village, Illinois","313","54","2","3","0","11","1","2","0","11","(X)","(X)","0.6","1.0","0.0","9.1","0.3","0.8","0.0","9.1","0","11","0","11","0","11","0","11","0","11","0.0","9.1","0.0","100.0","-","**","0.0","100.0","-","**"
"1600000US1747540","Matteson village, Illinois","7309","452","217","125","150","83","91","57","62","60","(X)","(X)","3.0","1.7","2.1","1.1","1.2","0.8","0.8","0.8","34","31","9","14","0","18","25","28","0","18","0.5","0.4","4.1","7.1","0.0","18.0","27.5","27.3","0.0","36.0"
"1600000US1747553","Mattoon city, Illinois","7674","287","188","89","71","38","6","11","9","13","(X)","(X)","2.4","1.2","0.9","0.5","0.1","0.1","0.1","0.2","24","25","7","14","17","20","0","18","0","18","0.3","0.3","3.7","7.6","23.9","24.3","0.0","100.0","0.0","95.0"
"1600000US1747592","Maunie village, Illinois","70","25","0","11","0","11","0","11","0","11","(X)","(X)","0.0","33.3","0.0","33.3","0.0","33.3","0.0","33.3","0","11","0","11","0","11","0","11","0","11","0.0","33.3","-","**","-","**","-","**","-","**"
"1600000US1747774","Maywood village, Illinois","7795","345","1526","174","106","69","27","33","22","24","(X)","(X)","19.6","2.4","1.4","0.9","0.3","0.4","0.3","0.3","274","128","274","128","0","21","0","21","0","21","3.5","1.6","18.0","7.5","0.0","24.3","0.0","54.8","0.0","60.7"
"1600000US1747787","Mazon village, Illinois","423","57","38","27","4","5","2","3","0","11","(X)","(X)","9.0","6.0","0.9","1.1","0.5","0.6","0.0","6.8","2","4","2","4","0","11","0","11","0","11","0.5","0.9","5.3","10.6","0.0","100.0","0.0","100.0","-","**"
"1600000US1748021","Mechanicsburg village, Illinois","271","39","5","5","9","8","0","11","0","11","(X)","(X)","1.8","2.0","3.3","2.9","0.0","10.5","0.0","10.5","0","11","0","11","0","11","0","11","0","11","0.0","10.5","0.0","100.0","0.0","95.0","-","**","-","**"
"1600000US1748073","Media village, Illinois","43","14","0","11","0","11","0","11","0","11","(X)","(X)","0.0","43.5","0.0","43.5","0.0","43.5","0.0","43.5","0","11","0","11","0","11","0","11","0","11","0.0","43.5","-","**","-","**","-","**","-","**"
"1600000US1748138","Medora village, Illinois","143","34","2","3","10","15","0","11","0","11","(X)","(X)","1.4","2.4","7.0","10.4","0.0","18.8","0.0","18.8","0","11","0","11","0","11","0","11","0","11","0.0","18.8","0.0","100.0","0.0","90.1","-","**","-","**"
"1600000US1748242","Melrose Park village, Illinois","7888","294","4908","270","482","106","68","39","33","32","(X)","(X)","62.2","2.7","6.1","1.4","0.9","0.5","0.4","0.4","1487","266","1307","267","149","66","16","18","15","25","18.9","3.2","26.6","4.8","30.9","12.0","23.5","24.8","45.5","52.3"
"1600000US1748268","Melvin village, Illinois","173","27","14","13","6","5","0","11","0","11","(X)","(X)","8.1","7.2","3.5","2.8","0.0","15.9","0.0","15.9","0","11","0","11","0","11","0","11","0","11","0.0","15.9","0.0","76.1","0.0","100.0","-","**","-","**"
"1600000US1748307","Mendon village, Illinois","336","44","0","11","6","9","0","11","0","11","(X)","(X)","0.0","8.5","1.8","2.8","0.0","8.5","0.0","8.5","0","11","0","11","0","11","0","11","0","11","0.0","8.5","-","**","0.0","100.0","-","**","-","**"
"1600000US1748333","Mendota city, Illinois","2755","160","560","119","22","24","18","19","0","16","(X)","(X)","20.3","4.2","0.8","0.9","0.7","0.7","0.0","1.1","48","39","39","36","0","16","9","14","0","16","1.7","1.4","7.0","6.7","0.0","60.7","50.0","50.0","-","**"
"1600000US1748359","Menominee village, Illinois","94","28","5","10","5","7","0","11","0","11","(X)","(X)","5.3","9.5","5.3","7.0","0.0","26.8","0.0","26.8","3","6","0","11","3","6","0","11","0","11","3.2","5.9","0.0","100.0","60.0","60.0","-","**","-","**"
"1600000US1748424","Meredosia village, Illinois","362","56","3","4","0","11","0","11","0","11","(X)","(X)","0.8","1.1","0.0","7.9","0.0","7.9","0.0","7.9","0","11","0","11","0","11","0","11","0","11","0.0","7.9","0.0","100.0","-","**","-","**","-","**"
"1600000US1748554","Merrionette Park village, Illinois","880","137","59","36","25","19","0","11","11","13","(X)","(X)","6.7","4.1","2.8","2.0","0.0","3.3","1.3","1.6","4","7","0","11","0","11","0","11","4","7","0.5","0.8","0.0","37.0","0.0","57.0","-","**","36.4","59.2"
"1600000US1748606","Metamora village, Illinois","1584","138","13","21","24","38","17","26","0","11","(X)","(X)","0.8","1.3","1.5","2.4","1.1","1.6","0.0","1.9","17","26","0","11","0","11","17","26","0","11","1.1","1.6","0.0","79.0","0.0","58.2","100.0","69.1","-","**"
"1600000US1748632","Metcalf village, Illinois","79","23","0","11","6","7","0","11","0","11","(X)","(X)","0.0","30.6","7.6","8.9","0.0","30.6","0.0","30.6","0","11","0","11","0","11","0","11","0","11","0.0","30.6","-","**","0.0","100.0","-","**","-","**"
"1600000US1748645","Metropolis city, Illinois","2718","150","125","71","0","16","5","9","0","16","(X)","(X)","4.6","2.6","0.0","1.1","0.2","0.3","0.0","1.1","0","16","0","16","0","16","0","16","0","16","0.0","1.1","0.0","21.1","-","**","0.0","100.0","-","**"
"1600000US1748671","Mettawa village, Illinois","203","32","5","6","24","11","8","7","4","5","(X)","(X)","2.5","2.8","11.8","5.7","3.9","3.4","2.0","2.7","8","7","0","11","4","5","2","4","2","3","3.9","3.5","0.0","100.0","16.7","19.3","25.0","40.0","50.0","50.0"
"1600000US1748853","Middletown village, Illinois","115","27","2","3","0","11","0","11","0","11","(X)","(X)","1.7","2.8","0.0","22.7","0.0","22.7","0.0","22.7","0","11","0","11","0","11","0","11","0","11","0.0","22.7","0.0","100.0","-","**","-","**","-","**"
"1600000US1748892","Midlothian village, Illinois","5403","246","678","147","110","69","83","52","57","52","(X)","(X)","12.5","2.8","2.0","1.3","1.5","1.0","1.1","1.0","133","83","92","61","41","58","0","18","0","18","2.5","1.6","13.6","7.7","37.3","37.6","0.0","29.5","0.0","37.7"
"1600000US1749009","Milan village, Illinois","2485","185","60","42","26","29","5","8","10","16","(X)","(X)","2.4","1.7","1.0","1.2","0.2","0.3","0.4","0.6","39","35","13","20","26","29","0","16","0","16","1.6","1.4","21.7","30.5","100.0","55.9","0.0","100.0","0.0","90.1"
"1600000US1749048","Milford village, Illinois","608","63","19","24","5","7","0","11","0","11","(X)","(X)","3.1","4.0","0.8","1.2","0.0","4.8","0.0","4.8","2","4","2","4","0","11","0","11","0","11","0.3","0.6","10.5","26.2","0.0","100.0","-","**","-","**"
"1600000US1749100","Millbrook village, Illinois","137","35","2","3","0","11","0","11","0","11","(X)","(X)","1.5","2.7","0.0","19.5","0.0","19.5","0.0","19.5","0","11","0","11","0","11","0","11","0","11","0.0","19.5","0.0","100.0","-","**","-","**","-","**"
"1600000US1749178","Mill Creek village, Illinois","15","12","0","11","0","11","0","11","0","11","(X)","(X)","0.0","73.6","0.0","73.6","0.0","73.6","0.0","73.6","0","11","0","11","0","11","0","11","0","11","0.0","73.6","-","**","-","**","-","**","-","**"
"1600000US1749191","Milledgeville village, Illinois","481","60","2","5","3","4","0","11","0","11","(X)","(X)","0.4","1.0","0.6","0.9","0.0","6.0","0.0","6.0","0","11","0","11","0","11","0","11","0","11","0.0","6.0","0.0","100.0","0.0","100.0","-","**","-","**"
"1600000US1749308","Millington village, Illinois","223","46","8","8","3","6","0","11","0","11","(X)","(X)","3.6","3.6","1.3","2.5","0.0","12.6","0.0","12.6","0","11","0","11","0","11","0","11","0","11","0.0","12.6","0.0","100.0","0.0","100.0","-","**","-","**"
"1600000US1749347","Mill Shoals village, Illinois","86","29","0","11","0","11","0","11","0","11","(X)","(X)","0.0","28.7","0.0","28.7","0.0","28.7","0.0","28.7","0","11","0","11","0","11","0","11","0","11","0.0","28.7","-","**","-","**","-","**","-","**"
"1600000US1749386","Millstadt village, Illinois","1541","114","59","48","15","24","0","11","0","11","(X)","(X)","3.8","3.2","1.0","1.5","0.0","1.9","0.0","1.9","0","11","0","11","0","11","0","11","0","11","0.0","1.9","0.0","37.0","0.0","73.6","-","**","-","**"
"1600000US1749477","Milton village, Illinois","117","27","1","2","0","11","0","11","0","11","(X)","(X)","0.9","2.0","0.0","22.4","0.0","22.4","0.0","22.4","0","11","0","11","0","11","0","11","0","11","0.0","22.4","0.0","100.0","-","**","-","**","-","**"
"1600000US1749516","Mineral village, Illinois","104","25","0","11","2","3","0","11","0","11","(X)","(X)","0.0","24.7","1.9","2.7","0.0","24.7","0.0","24.7","0","11","0","11","0","11","0","11","0","11","0.0","24.7","-","**","0.0","100.0","-","**","-","**"
"1600000US1749555","Minier village, Illinois","481","63","9","8","6","7","0","11","0","11","(X)","(X)","1.9","1.6","1.2","1.5","0.0","6.0","0.0","6.0","0","11","0","11","0","11","0","11","0","11","0.0","6.0","0.0","95.0","0.0","100.0","-","**","-","**"
"1600000US1749568","Minonk city, Illinois","794","76","9","9","0","11","5","8","0","11","(X)","(X)","1.1","1.2","0.0","3.7","0.6","0.9","0.0","3.7","0","11","0","11","0","11","0","11","0","11","0.0","3.7","0.0","95.0","-","**","0.0","100.0","-","**"
"1600000US1749607","Minooka village, Illinois","3711","222","248","97","40","41","18","29","0","18","(X)","(X)","6.7","2.7","1.1","1.1","0.5","0.8","0.0","0.8","0","18","0","18","0","18","0","18","0","18","0.0","0.8","0.0","11.4","0.0","45.1","0.0","67.2","-","**"
"1600000US1749698","Mitchell CDP, Illinois","505","90","0","11","20","27","0","11","0","11","(X)","(X)","0.0","5.8","4.0","5.2","0.0","5.8","0.0","5.8","0","11","0","11","0","11","0","11","0","11","0.0","5.8","-","**","0.0","63.7","-","**","-","**"
"1600000US1749802","Modesto village, Illinois","124","37","0","11","0","11","0","11","0","11","(X)","(X)","0.0","21.3","0.0","21.3","0.0","21.3","0.0","21.3","0","11","0","11","0","11","0","11","0","11","0.0","21.3","-","**","-","**","-","**","-","**"
"1600000US1749854","Mokena village, Illinois","7190","281","255","92","211","80","102","77","52","50","(X)","(X)","3.5","1.3","2.9","1.1","1.4","1.1","0.7","0.7","42","30","18","21","24","22","0","21","0","21","0.6","0.4","7.1","8.2","11.4","9.7","0.0","25.1","0.0","39.5"
"1600000US1749867","Moline city, Illinois","18449","449","1945","214","627","219","282","116","153","91","(X)","(X)","10.5","1.2","3.4","1.2","1.5","0.6","0.8","0.5","380","129","167","71","166","101","18","27","29","35","2.1","0.7","8.6","3.7","26.5","13.6","6.4","9.4","19.0","22.7"
"1600000US1749893","Momence city, Illinois","1008","114","127","84","14","22","7","11","0","11","(X)","(X)","12.6","8.1","1.4","2.2","0.7","1.1","0.0","2.9","59","63","59","63","0","11","0","11","0","11","5.9","6.0","46.5","33.1","0.0","76.1","0.0","100.0","-","**"
"1600000US1749945","Monee village, Illinois","2323","158","67","47","125","101","90","67","0","16","(X)","(X)","2.9","2.0","5.4","4.4","3.9","2.9","0.0","1.3","0","16","0","16","0","16","0","16","0","16","0.0","1.3","0.0","34.3","0.0","21.1","0.0","27.7","-","**"
"1600000US1750010","Monmouth city, Illinois","3472","182","268","87","73","37","110","38","16","23","(X)","(X)","7.7","2.5","2.1","1.0","3.2","1.1","0.5","0.7","148","57","28","37","17","22","103","38","0","16","4.3","1.6","10.4","13.2","23.3","31.7","93.6","10.7","0.0","71.2"
"1600000US1750062","Monroe Center village, Illinois","161","28","2","3","2","3","0","11","0","11","(X)","(X)","1.2","2.1","1.2","2.1","0.0","16.9","0.0","16.9","0","11","0","11","0","11","0","11","0","11","0.0","16.9","0.0","100.0","0.0","100.0","-","**","-","**"
"1600000US1750218","Montgomery village, Illinois","5745","378","1232","248","231","146","61","56","51","85","(X)","(X)","21.4","4.2","4.0","2.5","1.1","1.0","0.9","1.5","57","63","45","60","12","17","0","18","0","18","1.0","1.1","3.7","4.6","5.2","7.7","0.0","36.3","0.0","39.9"
"1600000US1750244","Monticello city, Illinois","2403","156","52","52","68","58","34","29","14","22","(X)","(X)","2.2","2.2","2.8","2.4","1.4","1.2","0.6","0.9","12","10","0","16","0","16","12","10","0","16","0.5","0.4","0.0","39.5","0.0","33.9","35.3","42.2","0.0","76.1"
"1600000US1750283","Montrose village, Illinois","87","22","0","11","2","3","0","11","0","11","(X)","(X)","0.0","28.4","2.3","3.5","0.0","28.4","0.0","28.4","0","11","0","11","0","11","0","11","0","11","0.0","28.4","-","**","0.0","100.0","-","**","-","**"
"1600000US1750491","Morris city, Illinois","6042","234","432","144","212","116","0","18","36","45","(X)","(X)","7.1","2.5","3.5","1.9","0.0","0.5","0.6","0.7","45","47","45","47","0","18","0","18","0","18","0.7","0.8","10.4","10.9","0.0","13.2","-","**","0.0","47.5"
"1600000US1750530","Morrison city, Illinois","1613","131","45","37","24","21","5","7","0","11","(X)","(X)","2.8","2.2","1.5","1.3","0.3","0.4","0.0","1.8","9","14","0","11","9","14","0","11","0","11","0.6","0.9","0.0","42.5","37.5","50.2","0.0","100.0","-","**"
"1600000US1750543","Morrisonville village, Illinois","470","67","3","5","3","5","3","5","0","11","(X)","(X)","0.6","1.0","0.6","1.0","0.6","1.0","0.0","6.2","0","11","0","11","0","11","0","11","0","11","0.0","6.2","0.0","100.0","0.0","100.0","0.0","100.0","-","**"
"1600000US1750621","Morton village, Illinois","7060","207","179","100","89","54","132","62","13","12","(X)","(X)","2.5","1.4","1.3","0.8","1.9","0.9","0.2","0.2","78","68","78","68","0","18","0","18","0","18","1.1","1.0","43.6","28.9","0.0","27.9","0.0","20.2","0.0","79.0"
"1600000US1750647","Morton Grove village, Illinois","8394","275","481","112","2194","259","1290","175","499","129","(X)","(X)","5.7","1.4","26.1","3.1","15.4","2.0","5.9","1.6","919","203","26","25","488","129","318","133","87","58","10.9","2.3","5.4","5.2","22.2","5.3","24.7","9.1","17.4","11.0"
"1600000US1750751","Mound City city, Illinois","247","49","0","11","4","7","4","6","0","11","(X)","(X)","0.0","11.4","1.6","2.7","1.6","2.3","0.0","11.4","2","3","0","11","0","11","2","3","0","11","0.8","1.3","-","**","0.0","100.0","50.0","50.0","-","**"
"1600000US1750777","Mounds city, Illinois","346","62","9","10","3","5","0","11","0","11","(X)","(X)","2.6","2.8","0.9","1.4","0.0","8.3","0.0","8.3","9","11","6","9","3","5","0","11","0","11","2.6","3.0","66.7","56.4","100.0","100.0","-","**","-","**"
"1600000US1750790","Mound Station village, Illinois","57","25","0","11","0","11","0","11","0","11","(X)","(X)","0.0","37.7","0.0","37.7","0.0","37.7","0.0","37.7","0","11","0","11","0","11","0","11","0","11","0.0","37.7","-","**","-","**","-","**","-","**"
"1600000US1750829","Mount Auburn village, Illinois","250","37","2","5","0","11","3","4","0","11","(X)","(X)","0.8","2.0","0.0","11.3","1.2","1.7","0.0","11.3","0","11","0","11","0","11","0","11","0","11","0.0","11.3","0.0","100.0","-","**","0.0","100.0","-","**"
"1600000US1750868","Mount Carmel city, Illinois","3091","163","113","64","80","58","25","27","5","7","(X)","(X)","3.7","2.1","2.6","1.9","0.8","0.9","0.2","0.2","44","57","44","57","0","16","0","16","0","16","1.4","1.8","38.9","47.9","0.0","30.3","0.0","57.0","0.0","100.0"
"1600000US1750881","Mount Carroll city, Illinois","656","61","21","18","11","7","0","11","0","11","(X)","(X)","3.2","2.7","1.7","1.1","0.0","4.5","0.0","4.5","3","4","0","11","3","4","0","11","0","11","0.5","0.7","0.0","62.2","27.3","35.3","-","**","-","**"
"1600000US1750920","Mount Clare village, Illinois","132","28","1","2","1","4","0","11","0","11","(X)","(X)","0.8","1.5","0.8","2.9","0.0","20.2","0.0","20.2","0","11","0","11","0","11","0","11","0","11","0.0","20.2","0.0","100.0","0.0","100.0","-","**","-","**"
"1600000US1750933","Mount Erie village, Illinois","40","14","0","11","2","3","0","11","0","11","(X)","(X)","0.0","45.1","5.0","7.8","0.0","45.1","0.0","45.1","0","11","0","11","0","11","0","11","0","11","0.0","45.1","-","**","0.0","100.0","-","**","-","**"
"1600000US1750998","Mount Morris village, Illinois","1479","154","53","80","15","23","0","11","0","11","(X)","(X)","3.6","5.3","1.0","1.6","0.0","2.0","0.0","2.0","0","11","0","11","0","11","0","11","0","11","0.0","2.0","0.0","39.1","0.0","73.6","-","**","-","**"
"1600000US1751024","Mount Olive city, Illinois","847","71","0","11","0","11","2","4","0","11","(X)","(X)","0.0","3.5","0.0","3.5","0.2","0.4","0.0","3.5","0","11","0","11","0","11","0","11","0","11","0.0","3.5","-","**","-","**","0.0","100.0","-","**"
"1600000US1751089","Mount Prospect village, Illinois","20795","424","2372","328","4667","431","1601","253","333","130","(X)","(X)","11.4","1.6","22.4","2.1","7.7","1.2","1.6","0.6","2497","352","715","255","1253","249","478","174","51","47","12.0","1.6","30.1","9.0","26.8","4.7","29.9","8.6","15.3","14.4"
"1600000US1751128","Mount Pulaski city, Illinois","665","61","14","10","0","11","0","11","3","4","(X)","(X)","2.1","1.5","0.0","4.4","0.0","4.4","0.5","0.6","0","11","0","11","0","11","0","11","0","11","0.0","4.4","0.0","76.1","-","**","-","**","0.0","100.0"
"1600000US1751154","Mount Sterling city, Illinois","911","112","47","55","0","11","0","11","0","11","(X)","(X)","5.2","5.8","0.0","3.2","0.0","3.2","0.0","3.2","47","55","47","55","0","11","0","11","0","11","5.2","5.8","100.0","41.6","-","**","-","**","-","**"
"1600000US1751180","Mount Vernon city, Illinois","6465","248","135","70","142","67","38","24","2","4","(X)","(X)","2.1","1.1","2.2","1.0","0.6","0.4","0.0","0.1","28","28","20","24","0","18","8","11","0","18","0.4","0.4","14.8","17.0","0.0","18.9","21.1","26.4","0.0","100.0"
"1600000US1751206","Mount Zion village, Illinois","2094","157","38","45","25","28","14","21","0","16","(X)","(X)","1.8","2.1","1.2","1.3","0.7","1.0","0.0","1.4","0","16","0","16","0","16","0","16","0","16","0.0","1.4","0.0","46.2","0.0","57.0","0.0","76.1","-","**"
"1600000US1751232","Moweaqua village, Illinois","812","70","9","9","5","7","0","11","0","11","(X)","(X)","1.1","1.1","0.6","0.9","0.0","3.6","0.0","3.6","3","7","3","7","0","11","0","11","0","11","0.4","0.9","33.3","54.2","0.0","100.0","-","**","-","**"
"1600000US1751271","Muddy village, Illinois","20","14","2","5","0","11","0","11","0","11","(X)","(X)","10.0","24.3","0.0","63.7","0.0","63.7","0.0","63.7","0","11","0","11","0","11","0","11","0","11","0.0","63.7","0.0","100.0","-","**","-","**","-","**"
"1600000US1751284","Mulberry Grove village, Illinois","291","58","10","19","0","11","0","11","0","11","(X)","(X)","3.4","6.3","0.0","9.8","0.0","9.8","0.0","9.8","0","11","0","11","0","11","0","11","0","11","0.0","9.8","0.0","90.1","-","**","-","**","-","**"
"1600000US1751310","Mulkeytown CDP, Illinois","64","36","0","11","0","11","0","11","0","11","(X)","(X)","0.0","35.3","0.0","35.3","0.0","35.3","0.0","35.3","0","11","0","11","0","11","0","11","0","11","0.0","35.3","-","**","-","**","-","**","-","**"
"1600000US1751336","Muncie village, Illinois","49","15","0","11","0","11","0","11","0","11","(X)","(X)","0.0","40.7","0.0","40.7","0.0","40.7","0.0","40.7","0","11","0","11","0","11","0","11","0","11","0.0","40.7","-","**","-","**","-","**","-","**"
